"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1942011218","Novant Health Orthopedics and Sports Medicine","3"
"1942071618","Riverside Women's Care","5"
"1952162091","Novant Health Heart & Vascular","3"
"1962273623","Novant Health Heart & Vascular","3"
"1962273623","Hilton Head Heart","5"
"1962357137","RUSH Physical Therapy","3"
"1962357632","RUSH Physical Therapy","3"
"1972564722","NF Joint Fire District","5"
"1003761719","RUSH Physical Therapy","3"
"1023055191","USA Health Children's & Women's Hospital","3"
"1023055191","USA Children's and Women's Hospital","4"
"1043165210","Rush Kids Pediatric Therapy","3"
"1104791243","Moody Pharmacy","3"
"1144175852","RUSH Physical Therapy","3"
"1184579880","RUSH Physical Therapy","3"
"1205063294","Pathline","3"
"1205063294","Pathline LLC","4"
"1215882386","CHI Saint Joseph Health Primary Care","3"
"1225826951","Pathline","3"
"1316892029","RUSH Physical Therapy","3"
"1326455106","Limb Lab","3"
"1326606161","Limb Lab","3"
"1326881632","Trellis Health","3"
"1336748250","Limb Lab","3"
"1366251720","Aeros Pharmacy","3"
"1366251720","Webster Pharmacy & Wellness","3"
"1366397432","Heritage Square Dental Care","3"
"1396690004","RUSH Physical Therapy","3"
"1417802109","RUSH Physical Therapy","3"
"1427328459","Highland Pharmacy","3"
"1457166605","Clark","4"
"1457206625","RUSH Physical Therapy","3"
"1477408540","Limb Lab","3"
"1508645680","ORA Orthopedics Physical Therapy","3"
"1548115710","RUSH Physical Therapy","3"
"1548878309","Attune Dentistry","3"
"1558135350","Cascara Counseling, PLLC","3"
"1558135350","Ficus Counseling, PLLC","3"
"1558199612","Compassionate Nursing Services","3"
"1629923800","RUSH Physical Therapy","3"
"1679428361","RUSH Physical Therapy","3"
"1689529760","About You Senior Care","3"
"1689529760","Abby Senior Care LLC","4"
"1699961771","Dragonfly Health","3"
"1699961771","StateServ Medical LLC","5"
"1750661948","DOLPHIN REHAB CENTER","4"
"1760365563","Canton Healthy Smiles","3"
"1770438467","RUSH Physical Therapy","3"
"1780247288","Ely Extended Care","3"
"1780634808","Rogue Valley Manor Clinic","5"
"1801741509","RUSH Physical Therapy","3"
"1821782616","Tracey Hull, MS, RD","3"
"1831865328","DOLPHIN REHAB CENTER","4"
"1871218214","Larwin Square Dentistry","3"
"1871448944","Limb Lab","3"
"1912565136","Limb Lab","3"
"1922513720","Anthem Home Care Services","3"
"1922513720","Anthem Senior Care Services LLC","4"
"1932054012","MediLabs of Conway","3"
"1932054012","MediLabs of Loris","3"
"1942155627","RUSH Physical Therapy","3"
"1962357640","RUSH Physical Therapy","3"
"1962412031","Ely Home Medical","3"
"1003245317","Clarient Diagonostic Services, Inc","4"
"1023963204","RUSH Physical Therapy","3"
"1033936810","Merrimack Health Methuen Hospital","3"
"1033936810","Holy Family Hospital Psychiatric Unit","5"
"1073066239","UT Health Austin","3"
"1073066239","UT Medicine","3"
"1114408952","Inspired Care Home Health","3"
"1114408952","Inspired Home Care","3"
"1114408952","Inspire Care Home Health LLC","4"
"1114408952","Inspired Care Home Health LLC","4"
"1144770546","Aurora Pharmacy #1710","3"
"1144770546","Aurora Prescription Dispensing Center","3"
"1154276236","800 Wayne ST STE 100","5"
"1154914299","MyOwnDoctor Medical Group","3"
"1174478887","TRUSTED CARE CLINIC","3"
"1184579898","RUSH Physical Therapy","3"
"1205781390","JHU-10755 FALLS RD PVL I STE 200-PROVIDER TYPE: 20 - PHYSICIAN","3"
"1205781812","RUSH Physical Therapy","3"
"1215882485","Rush Kids Pediatric Therapy","3"
"1265267991","Merrimack Health Methuen Hospital","3"
"1265387435","RUSH Physical Therapy","3"
"1366725673","Revolutionary Homecare","3"
"1457573628","Love 'N Care","3"
"1467171991","DME PLUS","3"
"1477408656","Rush Kids Pediatric Therapy","3"
"1518679331","MyOwnDoctor Medical Group","3"
"1518812601","Hearts At Home LLC","3"
"1538014709","RUSH Physical Therapy","3"
"1548495138","Lake Hills Medical Associates","3"
"1598795122","Inpatient Psych Exempt Unit","5"
"1619859147","DizzyCare Physical Therapy","3"
"1639194368","Aurora Pharmacy #1230","3"
"1639194368","Aurora Prescription Dispensing Center","3"
"1659625580","Masonic Village Pharmacy","3"
"1689896953","Gulick Elder Center","5"
"1700731411","RUSH Physical Therapy","3"
"1720933435","RUSH Physical Therapy","3"
"1821438987","Rumi Medical Clinic II","3"
"1891646063","Sage Counseling Meridian","3"
"1932054111","RUSH Physical Therapy","3"
"1992650089","JHU-401 N BROADWAY ST WEINBERG BLDG-PROVIDER TYPE: 14 DENTAL","3"
"1013862119","JHU-401 N BROADWAY ST WEINBERG BLDG - PROVIDER TYPE: 11-PODIATRY","3"
"1013862713","RUSH Physical Therapy","3"
"1023963717","RUSH Physical Therapy","3"
"1043165756","RUSH Physical Therapy","3"
"1093660276","Rush Kids Pediatric Therapy","3"
"1114629227","TidalHealth Community Pharmacy","3"
"1114629227","TidalHealth Home Scripts Nanticoke","3"
"1144184359","AT&T Bothell","3"
"1205781481","Rush Kids Pediatric Therapy","3"
"1235084948","RUSH Physical Therapy","3"
"1235554783","One More Child","3"
"1235554783","One More Child Services","3"
"1245185347","RUSH Physical Therapy","3"
"1245199785","LUMINA EYE CENTER","3"
"1275600967","Lakeland Community Hospital","3"
"1306718937","WENDY BRANDEBERRY","3"
"1316174998","Acelity Health Center","3"
"1316510753","Adams County - Brighton","3"
"1326587643","American Gastro Health","3"
"1356560718","VCBH - Fillmore Youth & Family Mental Health","3"
"1356560718","VCBH- Fillmore Behavioral Health","3"
"1366899866","Premise Health Clinic","3"
"1386099562","Premise Health Clinic","3"
"1386599488","FYZICAL Ellsworth","3"
"1386599488","FYZICAL Therapy & Balance Center","5"
"1396293338","Associate Medical Clinic","3"
"1417802521","Family Medical & Urgent Care of Pine Hall","3"
"1427903699","RUSH Physical Therapy","3"
"1538579032","Northlake Surgical Associates at St. Tammany Parish Hospital","3"
"1568317261","RUSH Physical Therapy","3"
"1609721703","JHU-401 N BROADWAY ST WEINBERG BLDG - PROVIDER TYPE: 27 MENTAL HEALTH","3"
"1619822723","JHU-5215 LOUGHBORO RD NW STE 400 - PROVIDER TYPE: 20-PHYSICIAN","3"
"1629172689","HAYDELS DRUG STORE","3"
"1639024730","Pediatric Clinic of Danbury","3"
"1639024805","RUSH Physical Therapy","3"
"1649125337","RUSH Physical Therapy","3"
"1669327375","RUSH Physical Therapy","3"
"1689529794","East Iberville Elementary High SBHC","3"
"1710832324","Rush Kids Pediatric Therapy","3"
"1730034349","RUSH Physical Therapy","3"
"1730317553","Tesoro Health & Wellness Center","3"
"1730471509","AFG Wellness Center","3"
"1770069338","FeldCare Connects","3"
"1770438947","Rush Kids Pediatric Therapy","3"
"1780435628","Orange Coast Psychiatry","3"
"1780435628","Orange Coast Psychiatry, Medical Corporation","3"
"1780435628","BJE Esterman PC","4"
"1821943523","RUSH Physical Therapy","3"
"1821943937","JHU-6420 ROCKLEDGE DR STE 4920 - PROVIDER TYPE: 20-PHYSICIAN","3"
"1831044940","Aspirus Eye Care - Weston","3"
"1851246037","Rush Kids Pediatric Therapy","3"
"1871448977","Bell Pharmacy 008","3"
"1902751001","Bell Pharmacy 009","3"
"1912567330","Fairburn Palmetto Dialysis","3"
"1952974396","Adams County - Westminster","3"
"1972458677","RUSH Physical Therapy","3"
"1003770207","AT&T Alpharetta","3"
"1013871227","AT&T San Antonio","3"
"1063364263","SHIFT Healing Center","3"
"1144175266","Bloom Health & Metabolic Care","3"
"1184708836","IV and RESPIRATORY CARE","3"
"1255295457","AT&T Middleton","3"
"1285649715","HOPE, Inc.","3"
"1295699585","AT&T Atlanta","3"
"1306791421","Roots and Roads Wellness","3"
"1326569682","Providence Medical Group Southeast Washington","5"
"1326727579","HOPE, inc.","3"
"1336303882","LifePath Systems","3"
"1336418847","Fasulo Chiropractic","3"
"1396284295","Houston Osteopathic Physical Therapy","3"
"1396284295","Houston Osteopractic Physical Therapy","3"
"1396284295","Statera Physical Therapy","3"
"1407262512","HOPE, Inc","3"
"1417346701","HOPE, Inc","3"
"1427776533","HOPE, Inc.","3"
"1528913795","RUSH Physical Therapy","3"
"1598993719","AT & T Health Center","3"
"1619131166","LifePath Systmes","3"
"1689096133","ALPHA MEDICAL PHARMACY III","3"
"1689096133","Alpha Medical Pharmacy 3","3"
"1740135862","Lunoxy Medical","3"
"1780218305","UT Health Austin Ambulatory Surgery Center","3"
"1780218305","UT Medicine - Ambulatory Surgery Center","3"
"1801741905","MSA Academy East SBHC","3"
"1801750013","AT&T Mesa","3"
"1831584291","HOPE, Inc.","3"
"1871364414","Quality Of Life Home Care Llc","3"
"1871457093","AT&T Chantilly","3"
"1871576835","LifePath Systems","3"
"1871576835","Collin County MHMR Center","4"
"1952256075","Alternative Health","3"
"1952500209","Providence Centralia Hospital - Physiatry","5"
"1992659395","Athens Pharmacy LTC","3"
"1073139903","Edify Therapy","3"
"1083310106","Chicago Integrative Psychotherapy","3"
"1184007171","SABH Consultants, LLC","3"
"1205575677","FYZICAL Therapy & Balance Centers","3"
"1205781341","Vista Hill Achieve","3"
"1235232372","UTHCT PHARMACY","3"
"1235671629","Parklane West Healthcare Center","3"
"1306304399","Lakeland Primary Care","3"
"1316892458","Vista Hill PROMOTE","3"
"1346375268","U.T. HOME CARE SOLUTION","3"
"1437379039","Vista Sub","5"
"1487509436","Star Rise Counseling","3"
"1568176345","Elder Care Homecare","3"
"1609552173","Elevate Medical Aesthetics and Wellness","3"
"1649125691","American Family Care","3"
"1689632374","Orthopaedic Institute for Children","3"
"1689744492","Behavioral Health & Recovery Services","5"
"1710348685","Legend Oaks Healthcare and Rehabilitation Center - San Antonio","3"
"1710966171","MAXIMUM CARE","3"
"1780628099","UTHSCT HOPE TYLER","3"
"1801257779","Sonterra Health Center","3"
"1811357155","Legend Oaks Healthcare and Rehabilitation - West San Antonio","3"
"1922857630","Burien Dental","3"
"1962657544","Core Healthcare Group","3"
"1972556892","Miramar Eye Institute","3"
"1992799886","San Pedro Manor","3"
"1104455120","WISH RECOVERY","3"
"1265997829","Quality Sleep Northwest","3"
"1265997829","Vantus Dental Sleep","3"
"1265997829","Vantus Sleep & Wellness","3"
"1265997829","Vantus Sleep and Wellness","3"
"1316272685","Doctors Express","3"
"1396690467","NurtureMind Psychiatry","3"
"1487106456","SERENGETI CARE","3"
"1699469759","OneImaging","3"
"1700731767","The Hangout","3"
"1740096916","Quality Sleep Northwest","3"
"1740096916","Vantus Dental Sleep","3"
"1740096916","Vantus Sleep & Wellness","3"
"1740096916","Vantus Sleep and Wellness","3"
"1770177461","Therapy Services of East Lansing","3"
"1770177461","Therapy Services of East Lansing, LLC","4"
"1871326579","Vernon Medical Urgent Care","3"
"1902826464","PriMMed Pain Institute","3"
"1902826464","Primmed","3"
"1073011417","Centennial, CO Office","5"
"1104195098","Hendricks County Wellness Clinic","3"
"1164021952","ZOELIFE PSYCHIATRIC SERVICES","3"
"1184579179","JHU - 1717 E MONUMENT ST, PARK BLDG GROUND LVL - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1205629144","Zoelife Recovery Services","3"
"1235081118","Community Family Medical Clinic","3"
"1255286241","JHU - 1800 ORLEANS ST - PROVIDER TYPE: 12 - VISION","3"
"1275488496","JHU -1800 ORLEANS ST - PROVIDER TYPE: 11 - PODIATRY","3"
"1306791173","NEXT STEP INTERNATIONAL CARE RESOURCES LLC","5"
"1326993320","PAYLESS FAMILY PHARMACY","3"
"1356296347","JHU - 601 N CAROLINE ST - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1366397358","JHU - 4924 CAMPBELL BLVD, STE 100 - PROVIDER TYPE: 12 - VISION CARE","3"
"1386364925","Ace Primary Care","3"
"1407701402","JHU-4924 CAMPBELL BLVD STE 200-PROVIDER TYPE: 20-PHYSICIAN","3"
"1437004421","JHU - 601 N CAROLINE ST - PROVIDER TYPE: 12 - VISION","3"
"1447105432","JHU - 5755 CEDAR LN - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1457023921","Volterra Dental","3"
"1457206435","Golden Dynasty Bridge Haven","3"
"1457206443","JHU - 6430 ROCKLEDGE DR, FL 6 - PROVIDER TYPE: 12 - VISION","3"
"1497600902","ComfortBridge Home Care","3"
"1508711615","JHU-10803 FALLS RD STE 1300 - PROVIDER TYPE: 20-PHYSICIAN","3"
"1518583905","PITTSYLVANIA COUNTY EMERGENCY SERVICES","5"
"1548115538","JHU - 4924 CAMPBELL BLVD, STE130 - PROVIDER TYPE: 11 - PODIATRY","3"
"1629923610","JHU - 5300 ALPHA COMMONS DR, FL 4 - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1669201869","Brandywine Foot and Ankle Associates","4"
"1699620690","JHU-6410 ROCKLEDGE DR STE 200-PROVIDER TYPE: 20-PHYSICIAN","3"
"1700731791","JHU - 6350 STEVENS FOREST RD, STE 102/107 - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1801741897","JHU - 4940 EASTERN AVE - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1902368871","City of Mercedes Fire Department EMS","5"
"1922081561","Carevide","3"
"1942155056","JHU-1132 ANNAPOLIS RD STE 101 - PROVIDER TYPE: 20-PHYSICIAN","3"
"1942155940","JHU-4924 CAMPBELL BLVD STE 130A-PROVIDER TYPE: 20-PHYSICIAN","3"
"1952090938","Restored Counseling & Wellness Center","3"
"1962595454","St Mary's of Michigan-Standish Skilled","5"
"1982559977","JHU - 620 BOULTON ST - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1992650980","JHU - 200 N WOLFE ST - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1013191808","Tompkinsville Elementary School","3"
"1053879395","Dr. Mikiko Murakami","3"
"1063483972","Mercy Health VNS","3"
"1063483972","Trinity Health At Home - Muskegon","3"
"1073774881","Gamaliel Elementary School","5"
"1184275711","Carevide","3"
"1235469875","Empowerment Resource Center, Inc.","3"
"1265693071","Jo Harrison Carter Elementary","5"
"1285589283","JHU-2112 DUNDALK AVE - PROVIDER TYPE: 20-PHYSICIAN","3"
"1306720529","Sandusky Rapid Care","3"
"1417574112","Mercy Home Health - Mom-Baby","5"
"1467206490","St. Mary Home Care and Hospice","3"
"1467206490","St. Mary Hospice","3"
"1477429389","Coalfield Health Center","3"
"1477429389","Coalfield Health Center - Holden Road","5"
"1518953272","Hospice Of North Ottawa Community","3"
"1518953272","North Ottawa Community Hospice","3"
"1518953272","THAH - Grand Haven","3"
"1528041191","Carevide","3"
"1548087356","Legacy Comprehensive Health Management","3"
"1588519599","Helix Lab","3"
"1609146372","Thrive Wellness Center","3"
"1639811128","CYPRESS CARE CENTER AND REHAB","3"
"1659226652","JHU-1501 S CLINTON ST STE 200-PROVIDER TYPE: 20-PHYSICIAN","3"
"1669455101","Carevide","3"
"1679660617","Sylvester Comprehensive Cancer Center","3"
"1750761813","Homeless Clinic","5"
"1770554677","Mercy Health Home Care, Grand Rapids","3"
"1770554677","Trinty Health at Home - Grand Rapids","3"
"1790482834","Geode Health 2","3"
"1821475575","Carevide","3"
"1821475575","Pediatric Center of Greenville","3"
"1841201407","FAYETTE PHARMACY","3"
"1871448886","JHU-4940 EASTERN AVE - PROVIDER TYPE: 11-PODIATRY","3"
"1922486505","Carevide","3"
"1952275976","CCBHC Network 180","3"
"1033980222","Living Proof Chiropractic","3"
"1043079015","Mountain View Mental Health and Primary care","3"
"1083569008","Routina","3"
"1093516841","EHHS - PMG Joint Venture","5"
"1104318864","Sterling Group Internal Medicine","3"
"1104485374","Carevide","3"
"1164377198","Pickerington Family Urgent Care","3"
"1245185263","JHU - 600 N WOLF ST - PROVIDER TYPE: 14 - DENTAL","3"
"1295004455","MaxServe Hospice","3"
"1295794485","Sycamore Dialysis","3"
"1295823508","ThedaCare At Home","3"
"1295823508","ThedaCare At Home DME-College","3"
"1316892334","JHU - 10710 CHARTER DR STE 310 - PROVIDER TYPE: 12 - VISION CARE","3"
"1366397390","Legent Orthopedic and Spine Hospital","3"
"1417930207","Mercy VNS and Hospice Services","3"
"1447105465","JHU - 4940 EASTERN AVE- PROVIDER TYPE: 14 - DENTAL","3"
"1457170813","Juvenile Hall","5"
"1457721698","HOOD VIEW CHIROPRACTIC","3"
"1477939833","Sterling Group Ear, Nose & Throat","3"
"1497600415","JHU - 10710 CHARTER DR STE 150 - PROVIDER TYPE: 12 - VISION CARE","3"
"1548520612","Alpha Peoples Drugs","3"
"1578418596","JHU - 10710 CHARTER DR STE 100 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1609447911","The Homestead at Anoka","3"
"1609923283","Loveland Community Health Pharmacy","3"
"1629757356","Health Plus Clinic","3"
"1649125642","POD Health","3"
"1649125667","JHU - 600 N WOLFE ST - PROVIDER TYPE: 11- PODIATRY","3"
"1700067253","Carevide","3"
"1700731734","JHU - 600 N WOLFE ST - PROVIDER TYPE: 19 - AUDIOLOGY","3"
"1720846728","The Center for Conscious Community","3"
"1740202738","Van Alstyne EMS","3"
"1740359108","INSCRIPTION HOUSE HEALTH CENTER","3"
"1760569248","Surgical Institute","3"
"1790271476","MAXSERVE HOSPICE","3"
"1841733946","Archway Hospice","3"
"1841907839","Lifeline Physician LLC","3"
"1861190225","My Buoyant Health","3"
"1871844167","CHSA Dental Clinic","3"
"1871844167","Carevide","3"
"1932140969","MercyOne Waterloo Medical Center","3"
"1982496295","Edgerton Hospital Whitewater Urgent Care","5"
"1982496295","Whitewater Urgent Care","5"
"1982559902","Senior Helpers of Southern IN","3"
"1003919101","Loyola Medicine Home Care","3"
"1013089879","Mary Washington Cardiology","3"
"1013089879","Mary Washington Cardiology Professional Services","3"
"1013089879","Mary Washington Family Medicine Residency Clinic","3"
"1013089879","Mary Washington Internal Medicine Residency Clinic","3"
"1033726435","Sterling 29","3"
"1104710102","Garza Internal Medicine and Wound Services","3"
"1134074164","JHRP - 600 N WOLFE ST - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1164302444","Counseling & Care Center","3"
"1184231573","Sterling 26","3"
"1194330456","Sterling #34","3"
"1205781143","Anchor Bay Pocasset","3"
"1255434304","ST LUKE PHARMACY","3"
"1255751343","GRAND HEALTH INSTITUTE","3"
"1255751343","Comprehensive Sleep Center","5"
"1295688182","Be Transformed Clinical Services LLC","3"
"1306223912","Roper St. Francis Physician Partners OB/GYN","3"
"1316288236","GRAND HEALTH INSTITUTE","3"
"1336559483","GRAND HEALTH INSTITUTE ENT","5"
"1346281334","MercyOne Oelwein Medical Center","3"
"1366397309","JHRP - 10755 FALLS RD STE 360 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1376498311","JHRP - 11085 LITTLE PATUXENT PKWY STE 103 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1386982791","Ephraim McDowell Behavioral Health","3"
"1396352605","Sterling 5","3"
"1447242623","St Mary's Hospice Services","3"
"1457735805","Pallitus Health Partners","3"
"1457968760","Sterling 8","3"
"1467069849","Smart Pharmacy","3"
"1467496133","Western Wisconsin Health","3"
"1467649111","Cornerhouse Dialysis Center","3"
"1548877921","Sterling 20","3"
"1558460535","Capitol Pain Institute","3"
"1598354813","Cognitive Connect Counseling","3"
"1639784994","Sterling #38/ Kennedy Drug","3"
"1669327698","JHRP - 11085 LITTLE PATUXENT PKWY STE 201 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1699620633","Bella Sonrisa Dental","3"
"1710044078","KAISER ONCOLOGY PHARMACY #854","3"
"1760108138","WVCORR","3"
"1811052194","Trinity Health of New England At Home","3"
"1811842859","Mesa Dental Group","3"
"1831044874","JHRP - 11085 LITTLE PATUXENT PKWY STE 210 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1841299187","St. Mary's Home Health Care Services","3"
"1871190033","Sterling 24","3"
"1871476515","Salud Medical Research LLC","4"
"1881317675","Helping Hands Family VA","3"
"1891105946","GRAND HEALTH INSTITUTE PEDIATRICS","5"
"1891110177","Omni Mental Health Inc","3"
"1902226087","GRAND HEALTH INSTITUTE PEDIATRIC PULMONOLOGY","5"
"1922428960","GRAND HEALTH INSTITUTE PEDIATRIC PSYCHIATRY","5"
"1932716339","Corner Drug","3"
"1942155981","Western Wisconsin Health-Healthshop Pharmacy","3"
"1962189993","St. Mary's Palliative Care","3"
"1962812016","GRAND HEALTH INSTITUTE PEDIATRIC DENTISTRY","5"
"1982716973","ST LUKE PHARMACY INC","3"
"1982993317","MercyOne Des Moines Home Care","3"
"1992702757","Trinity Health of New England At Home","3"
"1013199405","Williamsville Psychiatry PLLC","3"
"1013437417","Torres Family Pharmacy","3"
"1013437417","Torres Family Pharmacy LLC","3"
"1053266908","Ephraim McDowell Advanced Women's Care","3"
"1083031793","HOPE SPRINGS BEHAVIORAL HEALTH INC","3"
"1104707991","Spinal Health Group","3"
"1104863927","Mount Carmel Home Care","3"
"1144703182","Anne Tyson, LMSW LLC","3"
"1295697878","Transforming Physical Therapy & Wellness","3"
"1316369895","AFC Urgent care","3"
"1316892417","Owensboro Health Medical Group Coag Clinic","3"
"1326005596","St. Joseph Mercy Hospice","3"
"1326005596","Trinity Health at Home - Southeast Michigan","3"
"1336423086","Serenity","5"
"1376498220","Flex Urgent Care","3"
"1427903376","410 NEMT","3"
"1437955077","Serotonic Wellness","3"
"1508256256","ST. LUKE PHARMACY #4","3"
"1508512393","smile success","3"
"1508711441","CLB Homecare and Behavioral Health Services","5"
"1508711458","AFC Urgent Care","3"
"1508823774","St. Joseph Mercy Home Care","3"
"1508823774","Trinity Health at Home - Southeast Michigan","3"
"1568293496","1st Health Inc.","3"
"1568771236","Exodus Recovery, Inc - Eastside","5"
"1649279100","Above & Beyond Home Health","3"
"1649279100","Above & Beyond Hospice Care","5"
"1649279100","MercyOne Dubuque","5"
"1649781915","Oaks Surgical Center","3"
"1649781915","West Chase Houston Hospital","3"
"1649781915","Woodlands Oaks Hospital","3"
"1699761452","Laredo HME","3"
"1699761452","LaredoHME","3"
"1730142514","Holy Cross Home Care and Hospice","3"
"1881576429","Metroplex Oral and Facial Surgery","3"
"1891661245","Mount Carmel Home Care & Hospice","3"
"1891661245","Mount Carmel Home Care and Hospice","3"
"1891661245","Mount Carmel Hospice","3"
"1952256893","Contentnea Health","3"
"1003500307","Global Neuro and Spine Institute","3"
"1003500307","All Partners Network PLLC","4"
"1023071289","Holy Cross Home Care and Hospice","3"
"1053593715","Pinnacle Eye Group","3"
"1083569941","Aspire House","3"
"1093746562","Saint Joseph VNA Home Care","3"
"1134813439","Global Neuro and Spine Institute","3"
"1134813439","All Partners Network PLLC","4"
"1144367509","Laboratorio Clinico Villa Ana Aguas Buenas","3"
"1164116455","Global Neuro and Spine Institute","3"
"1164116455","All Partners Network PLLC","4"
"1205104841","St Josephs Wayne Dialysis","3"
"1205780798","Therapy Unboxed","5"
"1306790506","Veteran Six","3"
"1326732637","Global Neuro and Spine Institute","3"
"1326732637","All Partners Network PLLC","4"
"1346860095","Stark Prescription Shoppe","3"
"1376156810","Whitford Chiropractic Clinic","3"
"1437122009","Med360","3"
"1437122009","Monument Health John T. Vucurevich Cancer Care Institute","3"
"1437122009","Monument Health Orthopedic and Specialty Hospital","3"
"1437122009","Monument Health Rapid City Hospital , Inc.","3"
"1437122009","Monument Health Sleep Center","3"
"1437843745","Global Neuro and Spine Institute","3"
"1437843745","All Partners Network PLLC","4"
"1548242571","Clay County Fire Rescue","3"
"1598209645","Laboratorio Clinico Villa Ana Humacao","3"
"1609006303","Rosemore Eye Care","3"
"1609029651","Laboratorio Clinico Villa Ana Naguabo","3"
"1619108669","Advanced Endoscopy Center, PLLC","4"
"1619108669","Kaiser Permanente Salmon Creek Surgery Center","5"
"1629890702","New Horizon Wellness LLC.","4"
"1639285091","Laboratorio Clinico Villa Ana Aguas Buenas lll","3"
"1699774364","St. Francis Home Care","3"
"1770023186","Cognitive Care Medical Group","3"
"1790772127","John Knox Village Health Center","5"
"1790873149","Saint Agnes Home Health and Hospice, LLC.","3"
"1811200462","Global Neuro and Spine Institute","3"
"1811200462","All Partners Network PLLC","4"
"1851246722","Neurology, Headache & Pain Institute LLC,","3"
"1851246722","Neurology, Headache & Pain Institute LLC, Privia Medical Group, LLC","5"
"1851463087","Walgreens Specialty Pharmacy #15443","3"
"1861938151","Laboratorio Clinico Villa Ana Juncos III","3"
"1891179396","LABORATORIO CLINICO VILLA ANA 2","3"
"1902297955","Cohen's Fashion Opical","3"
"1902590201","Global Neuro and Spine Institute","3"
"1902590201","All Partners Network PLLC","4"
"1922102599","Laredo Home Medical Equipment","3"
"1922102599","dba Laredo Home Medical Equipment","4"
"1952923039","TRANSFORMATIVE VISION","3"
"1952923039","TRANSFORMATIVE VISION THERAPY COLLECTIVE","3"
"1952923039","TRANSFORMATIVE VISION WELLNESS CENTER","3"
"1023570488","Northwest Eye Surgeons","3"
"1033706825","MercyOne Des Moines Home Care & Hospice","3"
"1033706825","MercyOne Des Moines Home Care","5"
"1073468955","Costco Optical #1741","3"
"1174920748","Donahue Eyecare","3"
"1174920748","Great Lakes Vision Care","3"
"1205900677","SULLIVAN DRUGS INC","3"
"1265722979","MercyOne Hospice","3"
"1265722979","MercyOne Des Moines Hospice","5"
"1275596397","North Jackson Dialysis","3"
"1295258200","Noble Pharmacy","3"
"1346354834","PGHC Anesthesia Associates","3"
"1346354834","UNIVERSITY OF MARYLAND CAPITAL REGION","3"
"1386491462","Elan Dental","3"
"1427730613","Summit Spine & Joint Centers","3"
"1437276524","Above & Beyond Hospice Care","3"
"1437276524","Above & Beyond Home Health","5"
"1447846076","MercyOne Des Moines Home Infusion","3"
"1528143492","Ballad Health Medical Equipment","3"
"1538836655","Elan Dental","3"
"1558216671","WELLCARE PHARMACY","3"
"1588954556","MercyOne Des Moines Home Infusion","3"
"1598597726","Ramsey Medical Group","3"
"1649244401","Mercy Home Care, Sioux City","3"
"1649244401","MercyOne Siouxland Home Care","3"
"1649320789","Loyola Medicine Hospice","3"
"1659226546","Costco Hearing Aid #1796","3"
"1700124849","Fresno Sleep Wake Center Inc.","3"
"1750478293","Saint Agnes Home Health and Hospice, LLC","3"
"1780259291","UC HEALTH DISCHARGE PHARMACY","3"
"1780259291","UC MEDICAL CENTER - DISCHARGE PHARMACY","3"
"1841145737","Costco Optical #1796","3"
"1861418360","SUPRX PHARMACY","3"
"1881345171","Alex Y Hernandez, MD Inc","3"
"1972458842","Better Life Pharmacy","3"
"1982559878","Costco Hearing Aid #1741","3"
"1992717722","Intermountain Health District Clinic-Hematology Oncology","3"
"1992717722","Healthcare Partners Medical Group","5"
"1992717722","Intermountain Healthcare","5"
"1003056532","BCBSNC Employee Health Center madison Park","3"
"1003635509","JHCP - 3501 John Simmons St A201","3"
"1003635509","JHCP-3501 JOHN SIMMONS ST # A201-PROVIDER TYPE: 20 PHYSICIAN","3"
"1003770215","AT&T Tulsa","3"
"1033694732","AT & T Health Center","3"
"1043105224","On-site US Employee Health & Wellness Center - Frederick","3"
"1053266957","Kaiser Permanente Fischer Crossings Pharmacy","3"
"1083596571","On-site US Employee Health & Wellness Center - Newark","3"
"1144070673","Blue Skies Anesthesia","3"
"1184421729","TRIPLE ACE HOME HEALTH AGENCY","3"
"1194484998","Community Action Department","3"
"1215328547","Mind Mood Pain","3"
"1275488165","Helix Healthcare","3"
"1275488165","Helix Rheumatology","3"
"1356296248","Luxeye Optical","3"
"1356942411","BlackRock Center for Health & Well-Being","3"
"1366687816","First Choice Physical Therapy","3"
"1396226700","Bell Grand Prairie Health Services Clinic","3"
"1437004330","CVS Pharmacy #17944","3"
"1437778883","Georgia-Lina EMS","3"
"1447105341","North Cotner Dental","3"
"1477391514","Lake Mary Onsite Health Center","3"
"1497619605","AT&T San Ramon","3"
"1508113598","BMW Health Center","3"
"1518116110","Family Education and Counseling Center, Inc.","4"
